Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2025 0,CR JAN 2025 1,CR JAN 2025 2,CR JAN 2025 3,CR JUL 2025 0,CR JUL 2025 1,CR JUL 2025 2,CR JUL 2025 3
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,384,528,636,636
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,-,-,-,-,-,210,226,226,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",NEUROSURGERY 6 YRS,-,-,-,-,-,411,488,488,488,492,669,-,669
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,-,-,-,-,-,382,382,499,-,481,513,659,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,663,697,699,699,867,641,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,432,375,432,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,200,200,200,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,545,545,545,-,521,589,689,790
PGIMER-All India,UR,Chandigarh,"PGIMER, Chandigarh",ENT,-,-,-,-,-,489,260,-,-,390,390,554,554
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",SURGGASTRO (6 YRS),-,-,-,-,-,-,-,-,-,645,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,-,-,-,-,215,-,478,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",GERIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",OBG,-,-,-,-,-,-,429,-,689,359,314,426,411
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",PLASTIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,265,281,281,-
NIMHANS-All India,UR,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,355,448,555,588,316,306,341,2423
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,523,461,523,-,628,464,464,464
AIIMS-All India,UR,Bihar,"AIIMS, Patna",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",NUCLEAR MEDICINE,-,-,-,-,-,875,-,1263,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,-,-,-,-,-,483,643,643,643,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,-,-,-,-,-,139,139,-,-,191,191,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,-,-,-,-,-,313,165,165,-,207,207,-,-
PGIMER-All India,UR,Chandigarh,"PGIMER, Chandigarh",PSYCHIATRY,-,-,-,-,-,533,588,638,736,313,467,724,687
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",OBG,-,-,-,-,-,756,735,-,-,-,-,776,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,352,353,544,-,375,375,376,376
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,-,-,-,-,-,514,468,708,972,318,206,318,673
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",DERMATOLOGY,-,-,-,-,-,-,-,-,-,674,517,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,380,380,380,842,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,511,560,650,650
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,-,-,-,-,574,453,574,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,-,-,-,-,-,62,62,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,419,600,600,612,369,369,448,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",OBG,-,-,-,-,-,590,637,637,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,434,476,520,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",TBRD,-,-,-,-,-,491,-,-,-,-,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",RADIATION ONCOLOGY,-,-,-,-,-,834,834,-,834,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,538,538,738,738,414,440,440,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,-,-,-,-,-,687,687,1034,-,788,670,1021,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,-,-,-,-,-,744,744,912,912,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,441,594,594,594
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",ENT,-,-,-,-,-,842,779,1322,1545,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",PSYCHIATRY,-,-,-,-,-,700,662,-,-,-,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",OBG,-,-,-,-,-,612,683,-,-,-,584,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,-,-,-,-,-,577,598,595,-,611,611,845,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,463,352,945,945
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,558,706,706,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,-,-,-,-,-,481,481,481,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",PATHOLOGY,-,-,-,-,-,331,460,-,-,655,430,1150,1378
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",PAEDIATRICS,-,-,-,-,-,495,486,-,-,499,650,771,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,-,-,-,-,-,437,437,599,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,-,-,-,-,-,-,-,-,-,267,643,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,493,605,752,761,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,517,517,517,-,614,685,794,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,868,1047,1131,1306
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,-,-,-,-,-,-,179,-,-,682,682,682,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,594,497,722,-,-,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,-,-,-,-,-,573,573,573,876,-,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,-,-,-,-,-,499,537,537,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",OBG,-,-,-,-,-,-,-,-,-,1896,1896,4311,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,790,836,790,539,539,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,590,606,640,640
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",ENT,-,-,-,-,-,-,-,-,-,445,-,609,632
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",OBG,-,-,-,-,-,589,666,689,1228,-,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,-,-,-,-,-,586,586,650,650,542,626,830,1164
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,624,616,616,812,564,564,590,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,852,1011,1011,-,660,854,988,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,-,-,-,-,-,658,658,658,-,852,852,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,-,-,-,-,-,286,286,286,-,-,958,958,253
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,-,-,-,-,-,609,788,928,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,473,593,594,1187,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,-,-,-,-,-,665,755,918,-,181,181,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",NUCLEAR MEDICINE,-,-,-,-,-,231,231,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,-,-,-,-,-,486,499,586,635,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",NEUROSURGERY 6 YRS,-,-,-,-,-,273,273,-,-,409,567,567,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",PSYCHIATRY,-,-,-,-,-,555,638,-,-,-,-,824,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL SURGERY,-,-,-,-,-,830,1113,1113,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",PAEDIATRICS,-,-,-,-,-,635,679,748,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,-,-,-,-,-,-,493,-,-,-,615,-,-
PGIMER-All India,UR,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,-,-,-,-,-,753,781,880,854,507,597,812,822
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,-,-,-,-,-,-,985,985,-,578,-,979,979
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",OBG,-,-,-,-,-,-,-,-,-,465,677,777,777
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",GENERAL SURGERY,-,-,-,-,-,598,896,896,896,646,970,970,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,489,489,489,489
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,-,-,-,-,-,797,848,939,939,514,683,855,800
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",ORTHOPAEDICS,-,-,-,-,-,570,748,876,462,791,791,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,170,170,-,-,385,722,722,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,824,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,-,-,-,-,-,166,166,-,-,214,214,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,453,344,344,390,412,412,307,553
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",OPHTHALMOLOGY,-,-,-,-,-,944,1003,1003,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,-,-,-,-,-,-,579,579,752,-,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",OBG,-,-,-,-,-,467,514,668,-,755,755,814,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,-,-,-,-,-,597,-,-,-,572,644,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",ORTHOPAEDICS,-,-,-,-,-,370,695,-,-,362,362,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",DERMATOLOGY,-,-,-,-,-,287,287,289,-,-,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",OBG,-,-,-,-,-,699,699,1043,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",OBG,-,-,-,-,-,565,565,565,-,785,785,785,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,719,954,-,954
AIIMS-All India,UR,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,1278,-,820,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,364,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,-,-,-,-,-,215,-,-,-,235,235,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,-,-,-,-,-,757,912,1164,-,895,783,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,733,652,652,-,609,-,862,862
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",GENERAL SURGERY,-,-,-,-,-,1218,1073,1352,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,685,629,685,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,-,-,-,-,-,600,708,949,-,-,636,876,876
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,-,-,-,-,-,162,701,-,941,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,584,663,663,663,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",ENT,-,-,-,-,-,841,841,841,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,-,-,-,-,-,516,516,511,-,839,839,839,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,608,672,909,847
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,-,-,-,-,-,851,880,981,981,-,-,-,984
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,-,-,-,-,-,1005,1005,-,-,1740,1318,1318,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,736,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,-,-,-,-,-,557,678,678,678,739,739,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",OBG,-,-,-,-,-,362,362,362,-,811,816,816,1059
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,-,-,-,-,-,371,703,703,782,361,419,419,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,-,962,962,-,-,-,-,7070
PGIMER-Rural,UR-RA,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,-,-,-,-,-,640,2181,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,-,-,-,-,-,868,939,1223,1220,623,804,874,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL SURGERY,-,-,-,-,-,1034,1224,1260,-,970,1370,1370,646
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,3141,6825,18662
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL SURGERY,-,-,-,-,-,963,1172,1224,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",FAMILY MEDICINE,-,-,-,-,-,-,1477,-,-,-,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,591,649,649,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ENT,-,-,-,-,-,947,1016,1097,1198,802,802,573,1157
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,-,-,-,-,-,438,913,1590,2423,-,-,-,1325
NIMHANS-All India,OBC,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,896,886,1255,2025,319,341,857,628
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,-,-,-,-,-,1025,1025,1337,2096,934,1073,1255,1296
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,-,-,-,-,598,666,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,-,-,-,-,-,1223,1223,1416,1489,688,868,1152,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,668,668,808,-,814,910,910,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",ENT,-,-,-,-,-,837,432,1112,1157,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,-,-,-,-,-,-,895,-,-,637,637,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,-,-,-,-,-,1148,1148,1148,-,1318,1214,253,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",OBG,-,-,-,-,-,644,609,821,821,734,814,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,735,1034,1073,-,845,1221,1309,1309
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,-,-,-,-,-,1207,1212,1480,1564,681,621,1040,1040
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,-,-,-,-,-,1712,3169,3169,-,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,1642,1642,1825,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",TBRD,-,-,-,-,-,-,-,-,-,-,717,717,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,-,-,-,-,-,903,614,731,1896,1085,370,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,-,-,-,-,-,1110,1091,1489,1815,544,-,1045,1045
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,-,-,-,-,-,879,923,1137,-,567,537,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,525,525,217,-,324,324,880,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,-,-,-,-,-,118,118,-,-,534,534,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",OBG,-,-,-,-,-,717,808,862,-,816,817,817,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,-,-,-,-,-,539,539,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",RADIOTHERAPY & ONCOLOGY 6 YRS,-,-,-,-,-,-,-,-,-,2298,1826,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,-,-,-,-,-,786,994,1384,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,1073,1420,1835,-,1027,1274,1274,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,-,-,-,-,-,1384,1449,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",INECTIOUS DISEASES 6 YRS,-,-,-,-,-,256,1047,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,1307,1585,1966,-
NIMHANS-All India,EWS,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,509,509,-,-,552,552,935,3537
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL MEDICINE,-,-,-,-,-,1178,1178,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,2008,2609,2609,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,-,-,-,-,-,1189,1359,1414,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,-,-,-,-,-,603,757,1146,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,-,-,-,-,-,1007,1078,1347,1347,924,960,1103,1387
