Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2026 0,CR JAN 2026 1,CR JAN 2026 2,CR JAN 2026 3,CR JUL 2026 0,CR JUL 2026 1,CR JUL 2026 2,CR JUL 2026 3
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,-,-,9481,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,-,-,-,-,-,-,9495,-,-,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",IHBT,-,-,-,-,-,-,2887,5217,9545,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",ENT,-,-,-,-,-,4713,4713,-,7793,-,-,-,-
AIIMS-All India,ST,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL SURGERY,-,-,-,-,-,7005,7127,7127,9644,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,6300,-,9644,-,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,-,-,-,-,-,9067,9831,9831,-,-,-,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",PSYCHIATRY,-,-,-,-,-,5778,5778,7258,9834,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",OPHTHALMOLOGY,-,-,-,-,-,8518,8038,9858,9858,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,-,-,-,-,-,6233,6233,7091,9009,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",PHARMACOLOGY,-,-,-,-,-,4459,4944,5439,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",OPHTHALMOLOGY,-,-,-,-,-,8038,6300,9958,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",EMERGENCY MEDICINE,-,-,-,-,-,9831,10012,10012,10012,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,10031,7483,7483,7483,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,-,-,-,-,-,2012,3914,6008,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",IHBT,-,-,-,-,-,-,-,-,10068,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,-,-,-,-,-,2351,3116,5370,10157,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",MICROBIOLOGY,-,-,-,-,-,9136,8604,10195,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",HOSPITAL ADMINISTRATION,-,-,-,-,-,1616,1481,2193,7088,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",PATHOLOGY,-,-,-,-,-,2953,3758,4978,10291,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,-,-,-,-,-,1804,2911,2955,10343,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",FORENSIC MEDICINE,-,-,-,-,-,4837,6658,10355,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",RADIATION ONCOLOGY,-,-,-,-,-,9495,10436,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",PMR,-,-,-,-,-,10436,-,-,-,-,-,-,-
SCTIMST-All India,OBC,Kerala,"Sree Chirtra Thirunal, Triv.",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",FORENSIC MEDICINE,-,-,-,-,-,5860,6585,10515,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",PATHOLOGY,-,-,-,-,-,3099,3573,5452,10557,-,-,-,-
PGIMER-All India,SC-PwD,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Jammu and Kashmir,"AIIMS, Jammu",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,8512,-,-,-,-
PGIMER-Rural,UR-RA,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,-,-,-,-,-,326,326,326,326,-,-,-,-
JIPMER-All India,EWS-PwD,Pondicherry,"JIPMER, Puducherry",BIOCHEMISTRY,-,-,-,-,-,10821,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,6497,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,-,-,-,-,-,4158,5323,5323,6250,-,-,-,-
AIIMS-All India,ST,Jharkhand,"AIIMS, Deoghar",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,-,-,-,-,-,6482,9760,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PMR,-,-,-,-,-,7607,7607,7607,7607,-,-,-,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",PMR,-,-,-,-,-,11145,10091,10091,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",ANATOMY,-,-,-,-,-,11163,-,-,-,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",PATHOLOGY,-,-,-,-,-,7705,8219,10292,11172,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,-,-,-,-,-,1824,2394,3750,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",IHBT,-,-,-,-,-,4331,-,11344,-,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",ANATOMY,-,-,-,-,-,5352,7621,10020,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",PHYSIOLOGY,-,-,-,-,-,1562,2213,4440,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,-,-,-,-,-,4204,4204,6689,7700,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,-,-,-,-,-,11776,11776,-,-,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",ENT,-,-,-,-,-,4974,7677,8177,11797,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",ENT,-,-,-,-,-,-,3460,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",FORENSIC MEDICINE,-,-,-,-,-,9157,11815,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",MICROBIOLOGY,-,-,-,-,-,-,-,-,11926,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PHARMACOLOGY,-,-,-,-,-,1892,1616,4457,-,-,-,-,-
AIIMS-All India,UR-PwD,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,-,-,-,-,-,934,9085,9085,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,-,-,-,-,-,6668,-,11191,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",IHBT,-,-,-,-,-,4005,2997,5272,12202,-,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,-,-,-,-,-,6422,9136,12225,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",FAMILY MEDICINE,-,-,-,-,-,4630,4798,-,12244,-,-,-,-
PGIMER-Rural,UR-RA,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,-,-,-,-,-,3464,3464,-,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",PHARMACOLOGY,-,-,-,-,-,3204,3204,6184,11306,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",BIOCHEMISTRY,-,-,-,-,-,5055,9886,12298,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,-,-,-,-,-,1446,1818,-,8118,-,-,-,-
AIIMS-All India,ST,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,-,-,-,-,-,6202,6202,12362,7127,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",PSYCHIATRY,-,-,-,-,-,2603,1272,2603,-,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,-,-,-,-,-,4712,12349,12444,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",COMMUNITY MEDICINE,-,-,-,-,-,4353,5265,5265,12454,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,-,-,-,-,-,7305,8137,8697,12554,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",PMR,-,-,-,-,-,4080,7752,12628,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",PMR,-,-,-,-,-,11415,11415,11832,12658,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",PATHOLOGY,-,-,-,-,-,3273,4584,6164,12661,-,-,-,-
AIIMS-All India,ST,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,-,-,-,-,-,7962,7962,-,12707,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,-,-,-,-,-,6250,6156,6450,9343,-,-,-,-
JIPMER-All India,ST-PwD,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",IHBT,-,-,-,-,-,9004,8252,12948,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",IHBT,-,-,-,-,-,3729,4005,5632,13053,-,-,-,-
AIIMS-All India,ST,Gujarat,"AIIMS, Rajkot",OPHTHALMOLOGY,-,-,-,-,-,9644,8518,12707,13068,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",IHBT,-,-,-,-,-,1517,2089,3110,13159,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",PATHOLOGY,-,-,-,-,-,3456,4759,5726,13185,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,13226,13226,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Jharkhand,"AIIMS, Deoghar",ENT,-,-,-,-,-,5047,5047,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",BIOCHEMISTRY,-,-,-,-,-,-,13286,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,7024,7024,10059,13365,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",IHBT,-,-,-,-,-,-,-,-,13454,-,-,-,-
AIIMS-All India,ST,Assam,"AIIMS, Guwahati",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",IHBT,-,-,-,-,-,11902,10568,13521,13521,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",FORENSIC MEDICINE,-,-,-,-,-,6632,6721,13579,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",PATHOLOGY,-,-,-,-,-,-,-,-,13633,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,-,-,-,-,-,-,859,859,-,-,-,-,-
AIIMS-All India,EWS-PwD,Chhattisgarh,"AIIMS, Raipur",RADIO DIAGNOSIS,-,-,-,-,-,13690,13690,13690,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",FORENSIC MEDICINE,-,-,-,-,-,2195,2734,-,11113,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,-,-,-,-,-,6156,5593,7700,8534,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",PATHOLOGY,-,-,-,-,-,6765,7705,10031,10634,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",PHARMACOLOGY,-,-,-,-,-,5265,5314,6902,13799,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,-,-,-,-,-,4023,5438,8031,12359,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PMR,-,-,-,-,-,4718,4718,12537,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",IHBT,-,-,-,-,-,1591,2559,3840,13855,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,13856,-,-,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,-,-,-,-,-,3980,4440,6387,13909,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",COMMUNITY MEDICINE,-,-,-,-,-,3957,3373,6540,9453,-,-,-,-
AIIMS-All India,EWS,Assam,"AIIMS, Guwahati",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Gorakhpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",PHYSIOLOGY,-,-,-,-,-,9243,8758,14423,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PHYSIOLOGY,-,-,-,-,-,2305,4665,6784,14483,-,-,-,-
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",PATHOLOGY,-,-,-,-,-,-,5393,9142,-,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,-,-,-,-,-,8963,9654,11797,14998,-,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",FORENSIC MEDICINE,-,-,-,-,-,3545,5568,7905,15018,-,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",COMMUNITY MEDICINE,-,-,-,-,-,4267,6712,10913,15019,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",BIOCHEMISTRY,-,-,-,-,-,15054,13458,13458,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,15081,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",COMMUNITY MEDICINE,-,-,-,-,-,10578,13997,15083,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,-,-,-,-,-,5353,10774,-,-,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,-,-,-,-,-,4478,5151,7059,7059,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",PHARMACOLOGY,-,-,-,-,-,2790,3200,-,15293,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",FORENSIC MEDICINE,-,-,-,-,-,9429,6571,15350,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,-,-,-,-,-,6293,9889,10502,15405,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC-PwD,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,-,-,-,-,-,15475,15475,15475,15475,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",PATHOLOGY,-,-,-,-,-,3483,5172,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,-,-,-,-,-,4047,4047,6239,15575,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,5857,5348,7128,15637,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Jammu and Kashmir,"AIIMS, Jammu",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",IHBT,-,-,-,-,-,8090,8090,12550,15727,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",COMMUNITY MEDICINE,-,-,-,-,-,13089,15759,15759,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,9858,9507,11361,15898,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",FORENSIC MEDICINE,-,-,-,-,-,6545,15908,-,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",FORENSIC MEDICINE,-,-,-,-,-,-,-,4119,15948,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
