Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2026 0,CR JAN 2026 1,CR JAN 2026 2,CR JAN 2026 3,CR JUL 2026 0,CR JUL 2026 1,CR JUL 2026 2,CR JUL 2026 3
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",RADIATION ONCOLOGY,-,-,-,-,-,456,548,-,861,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",TRAUMASURG&CC (6 YRS),-,-,-,-,-,589,577,885,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",GENERAL SURGERY,-,-,-,-,-,291,291,886,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",TBRD,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",GENERAL SURGERY,-,-,-,-,-,358,358,-,506,-,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,-,-,-,-,-,383,383,874,-,-,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,-,-,-,-,-,655,655,919,-,-,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,-,-,-,-,-,920,484,484,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,-,-,-,-,-,-,-,920,-,-,-,-,-
PGIMER-All India,OBC-PwD,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,594,-,-,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,-,-,-,-,-,845,845,845,845,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",GERIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",RADIATION ONCOLOGY,-,-,-,-,-,941,941,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,-,-,-,-,-,654,735,943,654,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",PAEDIATRICS,-,-,-,-,-,713,737,780,949,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,-,-,-,-,-,524,-,-,978,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,317,317,703,991,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,UR-PwD,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,-,-,-,-,-,-,-,971,971,-,-,-,-
AIIMS-All India,OBC-PwD,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,-,-,-,-,-,581,844,1027,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",ORTHOPAEDICS,-,-,-,-,-,910,987,1030,1030,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,-,-,-,-,-,725,725,725,1037,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,733,887,1039,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,1047,-,-,-,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,-,-,-,-,-,1054,970,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,618,833,947,1060,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,1065,1065,-,-,-,-,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,-,-,1071,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",PAEDIATRICS,-,-,-,-,-,841,944,1075,-,-,-,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,-,-,1085,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,-,-,-,-,-,555,754,991,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,-,-,-,-,-,402,402,402,402,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,-,-,-,-,-,609,547,547,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,-,-,-,-,-,604,604,604,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",PSYCHIATRY,-,-,-,-,-,836,564,856,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,-,-,-,-,-,582,521,521,1170,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",GENERAL MEDICINE,-,-,-,-,-,946,1179,1179,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,-,-,-,-,-,898,1118,1120,1194,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,-,-,-,-,-,1024,1024,1024,1024,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",RADIO DIAGNOSIS,-,-,-,-,-,-,756,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,467,664,664,-,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),-,-,-,-,-,696,589,-,1228,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",PSYCHIATRY,-,-,-,-,-,-,-,782,999,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",PSYCHIATRY,-,-,-,-,-,831,836,-,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",NUCLEAR MEDICINE,-,-,-,-,-,1243,1243,1243,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,-,-,-,-,-,-,695,695,-,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,605,825,840,1270,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",OPHTHALMOLOGY,-,-,-,-,-,1273,1273,1273,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,-,-,1330,-,-,-,-,-
AIIMS-All India,UR-PwD,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,ST-PwD,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,-,1021,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,760,-,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",ENT,-,-,-,-,-,886,696,809,1367,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",GENERAL SURGERY,-,-,-,-,-,1032,1112,1274,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",OBG,-,-,-,-,-,989,909,1085,1370,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",GERIATRICS,-,-,-,-,-,1082,1324,1372,1372,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",ENT,-,-,-,-,-,1170,1386,-,-,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,-,-,-,-,-,1388,1388,1388,-,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,-,-,-,-,-,642,642,-,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,781,-,1173,1439,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,-,-,-,-,-,960,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",OBG,-,-,-,-,-,1140,1140,1442,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",TBRD,-,-,-,-,-,1462,1462,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",ENT,-,-,-,-,-,591,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",ENT,-,-,-,-,-,1486,1486,-,1486,-,-,-,-
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,1489,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",ORTHOPAEDICS,-,-,-,-,-,1492,1492,1492,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,825,925,1076,1494,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",ORTHOPAEDICS,-,-,-,-,-,1309,1499,1499,1499,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,-,-,-,-,-,521,-,-,-,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,-,-,-,-,-,-,-,948,1529,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,-,1531,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",PSYCHIATRY,-,-,-,-,-,1533,937,937,1533,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",FAMILY MEDICINE,-,-,-,-,-,1111,1132,1538,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",RADIATION ONCOLOGY,-,-,-,-,-,716,861,1278,1539,-,-,-,-
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",OPHTHALMOLOGY,-,-,-,-,-,1541,1365,1365,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,-,-,-,-,-,1314,1468,1544,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",ENT,-,-,-,-,-,810,810,810,810,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",FAMILY MEDICINE,-,-,-,-,-,937,1111,1132,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",ENT,-,-,-,-,-,1548,1608,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",ANAESTHESIOLOGY,-,-,-,-,-,-,906,1237,1649,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
NIMHANS-NE Domicile,EWS-North East Domicile,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PMR,-,-,-,-,-,1288,-,1673,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",OPHTHALMOLOGY,-,-,-,-,-,827,837,967,967,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",ENT,-,-,-,-,-,1386,1583,1681,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,-,-,-,-,-,803,803,803,1689,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,1696,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",ENT,-,-,-,-,-,1027,1107,1124,1124,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",RADIATION ONCOLOGY,-,-,-,-,-,1757,-,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,833,1027,1051,1772,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",DERMATOLOGY,-,-,-,-,-,1773,1773,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,-,-,-,-,-,1277,1277,1789,-,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",ENT,-,-,-,-,-,606,606,-,1825,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,-,-,-,-,-,-,364,364,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",DERMATOLOGY,-,-,-,-,-,1467,1789,1832,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",GENERAL SURGERY,-,-,-,-,-,1094,1170,1170,1872,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",PLASTIC SURGERY 6 YRS,-,-,-,-,-,1272,789,1874,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIATION ONCOLOGY,-,-,-,-,-,779,779,973,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,-,-,-,-,-,1073,1073,1893,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,756,1151,1925,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",TRAUMASURG&CC (6 YRS),-,-,-,-,-,-,960,1228,1955,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,1960,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,-,-,-,-,-,1274,1500,1760,1968,-,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,766,-,-,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,-,-,-,-,-,1380,1680,1808,-,-,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Bihar,"AIIMS, Patna",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,-,-,-,-,-,2030,2030,-,-,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",ORTHOPAEDICS,-,-,-,-,-,2056,2056,2056,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",OBG,-,-,-,-,-,826,826,1199,2097,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",ENT,-,-,-,-,-,1544,1544,2113,2113,-,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OPHTHALMOLOGY,-,-,-,-,-,1838,2114,2114,2114,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,-,-,-,-,-,668,1510,2146,2146,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,541,1366,-,2171,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",GERIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",ENT,-,-,-,-,-,1836,2219,2219,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",OPHTHALMOLOGY,-,-,-,-,-,1608,2151,2230,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
