Quota,Category,State,Institute,Course,Fee,CR 2025 1,CR 2025 2,CR 2025 3
AI,OBC,Telangana,"Government Med Coll, Karimnagar",MBBS,14000,19600(4),23696(4),25122(4)
AI,Open,Telangana,"Govt Med Coll, Jogulamba",MBBS,14000,16584(2),22053(2),25129(2)
AI,OBC,Odisha,"Saheed Laxman Nayak, Koraput",MBBS,22000,17984(5),23540(5),25153(5)
AI,OBC,Telangana,"Govt Med Coll, Rajanna Sircilla",MBBS,14000,19248(4),23083(4),25159(4)
AI,OBC,Gujarat,"Govt Med Coll (GMERS), Panchmahal",MBBS,375000,18851(3),23265(3),25165(3)
AI,Open,Tripura,"Agartala Med Coll, Agartala",MBBS,59500,18254(6),22893(6),25191(6)
AI,EWS,Assam,"Tezpur Med Coll, Tezpur",MBBS,6400,21375(2),25204(2),25204(2)
AI,OBC,Telangana,"Govt Med Coll, Jogulamba",MBBS,14000,20497(2),23933(2),25216(2)
AI,EWS,Chhattisgarh,"Govt Med Coll, Ambikapur",MBBS,50000,19513(2),19513(2),25218(2)
AI,OBC,Assam,"Pragjyotishpur Med Coll,Guwahati",MBBS,8400,-,22086(2),25241(4)
AI,OBC,Telangana,"Government Med Coll, Kamareddy",MBBS,14000,20348(4),24093(4),25247(4)
AI,OBC,Gujarat,"GMERS Medical College, Navsari",MBBS,375000,19567(5),23403(5),25251(5)
AI,EWS,Maharashtra,"Government Med Coll, Parbhani",MBBS,158600,20687(2),25254(2),25254(2)
AI,OBC,Odisha,Government Med Coll Bhawanipatna,MBBS,22000,19326(3),24129(3),25255(3)
AI,OBC,Telangana,Govt Med Coll Jangaon,MBBS,14000,19834(4),23734(4),25268(4)
AI,OBC,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,15000,19791(6),23483(6),25274(6)
AI,EWS,Tamil Nadu,"Madurai Med Coll, Madurai",MBBS,18073,16698(4),22397(4),25276(4)
AI,Open,Telangana,"Govt Med Coll, Narayanpet",MBBS,14000,17038(2),23733(2),25292(2)
AI,Open,Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,15000,18762(10),23829(10),25301(10)
AI,EWS,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,158600,17163(2),22472(2),25308(2)
AI,OBC,Odisha,"Pabitra Mohan Pradhan MedColl&Hosp,Talcher",MBBS,22000,-,24614(4),25324(4)
AI,OBC,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,15000,20022(5),23722(5),25328(5)
AI,EWS,Assam,Kokrajhar Medical College,MBBS,6400,24869(2),25330(2),25330(2)
AI,Open,Andhra Pradesh,"Government Medical College, Paderu",MBBS,15000,17923(2),24219(2),25334(2)
AI,Open,Telangana,"GovtMedColl,BhadradriKothagudem",MBBS,14000,20375(9),23864(9),25342(9)
AI,OBC,Gujarat,"GMERS Medical College, Rajpipla",MBBS,375000,19984(3),23663(3),25343(3)
AI,Open,Telangana,"Govt Med Coll, Medak",MBBS,14000,18073(3),24102(3),25379(3)
AI,EWS,Maharashtra,"Govt Med Coll, Alibag",MBBS,158600,18274(1),22654(1),25382(1)
AI,OBC,Telangana,"Govt Med Coll, Yadadri",MBBS,14000,20855(2),23874(2),25386(2)
AI,Open,Telangana,"Government Med Coll, Vikarabad",MBBS,14000,20420(8),24285(8),25392(8)
AI,OBC,Meghalaya,"NEIGRIHMS, Shillong",MBBS,16600,-,22211(2),25395(2)
AI,Open,Assam,"Lakhimpur Med Coll, Lakhimpur",MBBS,6400,20090(5),24420(5),25402(5)
AI,Open,Assam,"Dhubri Medical College, Dhubri",MBBS,6400,20273(5),24466(5),25408(5)
AI,EWS,Arunachal Pradesh,"Tomo Riba IHMS, Naharlagun",MBBS,33000,21264(1),25414(1),25414(1)
AI,EWS,Manipur,"RIMS, Imphal",MBBS,3000,19897(2),25420(2),25420(2)
AI,OBC,Telangana,"Govt Med Coll, Maheshwaram",MBBS,14000,21032(2),24327(2),25423(2)
AI,EWS,Karnataka,"Gulbarga IMS, Gulbarga",MBBS,64350,18548(2),22783(3),25427(4)
AI,EWS,Jammu and Kashmir,"Government Med Coll, Baramulla",MBBS,37636,21083(2),24815(3),25440(3)
AI,Open,Telangana,"Government Med Coll, Nirmal",MBBS,14000,20114(6),24336(6),25445(6)
AI,OBC,Telangana,Govt Med Coll Narsampet,MBBS,14000,20374(2),24318(2),25459(2)
AI,OBC,Telangana,"GovtMedColl,BhadradriKothagudem",MBBS,14000,20893(6),24256(6),25462(6)
AI,EWS,Maharashtra,"Government Med Coll, Sindhudurg",MBBS,158600,-,-,25475(1)
AI,OBC,Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,15000,20200(6),24104(6),25481(6)
AI,Open,Odisha,"Government MedColl&Hosp, Phulbani",MBBS,22000,-,24305(5),25486(5)
AI,Open,Telangana,"GMC, Kodangal",MBBS,14000,-,24335(2),25507(2)
AI,EWS,Maharashtra,"MGIMS, Wardha",MBBS,169410,15580(5),20542(5),25508(5)
AI,EWS,Assam,"Jorhat Med Coll, Jorhat",MBBS,6400,19097(2),25064(2),25511(2)
AI,Open,Telangana,"Govt Med Coll, Mulugu",MBBS,14000,20167(3),24362(3),25517(3)
AI,Open,Telangana,"Govt Med Coll, Kumuram Bheem",MBBS,14000,20559(4),24373(4),25523(4)
AI,EWS,Maharashtra,"Government Med Coll, Gadchiroli",MBBS,158600,19150(1),22701(1),25532(1)
AI,OBC,Andhra Pradesh,"Government Medical College, Paderu",MBBS,15000,20234(2),24227(2),25539(2)
AI,EWS,Assam,"Lakhimpur Med Coll, Lakhimpur",MBBS,6400,21279(1),25549(1),25549(1)
AI,EWS,Assam,"Fakhruddin Ali Ahmed, Barpeta",MBBS,6400,21139(1),24782(1),25558(1)
AI,EWS,Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,18073,14863(3),20662(3),25599(3)
AI,EWS,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,15000,13471(3),22385(3),25604(3)
AI,OBC,Assam,"Dhubri Medical College, Dhubri",MBBS,6400,20681(3),24633(3),25605(3)
AI,Open,Assam,"Diphu Med Coll, Assam",MBBS,6400,20448(6),24396(6),25615(6)
AI,Open,Telangana,"Government Med Coll, Bhupalpally",MBBS,14000,20614(7),24352(7),25616(7)
AI,OBC,Telangana,"Government Med Coll, Jagtial",MBBS,14000,20790(6),24273(6),25625(6)
AI,EWS,Maharashtra,"Government Med Coll, Osmanabad",MBBS,158600,19184(2),23873(2),25629(2)
AI,Open,Manipur,"Govt Med Coll, Churachandpur",MBBS,6000,18863(5),24610(5),25637(5)
AI,OBC,Telangana,"Government Med Coll, Mancherial",MBBS,14000,20955(4),24303(4),25639(4)
AI,OBC,Telangana,"Govt Med Coll, Narayanpet",MBBS,14000,20307(2),24000(2),25664(2)
AI,OBC,Odisha,"Government MedColl&Hosp, Phulbani",MBBS,22000,-,24725(4),25668(4)
AI,OBC,Telangana,"Government Med Coll, Vikarabad",MBBS,14000,20816(4),24452(4),25693(4)
AI,EWS,Maharashtra,Government Med Coll Ratnagiri,MBBS,158600,17948(1),22760(1),25695(1)
ES,EWS,Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,24000,-,25704(3),25704(3)
AI,EWS,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,15000,11432(4),22309(4),25710(4)
AI,OBC,Telangana,"Govt Med Coll, Kumuram Bheem",MBBS,14000,20979(4),24539(4),25712(4)
AI,OBC,Telangana,"Government Med Coll, Nirmal",MBBS,14000,20895(4),24424(4),25718(4)
AI,EWS,Telangana,"Government Med Coll, Khammam",MBBS,14000,21844(1),25737(1),25737(1)
AI,EWS,Chhattisgarh,"Government Med Coll, Korba",MBBS,50000,19164(1),23936(1),25759(2)
AI,OBC,Telangana,"GMC, Kodangal",MBBS,14000,-,24627(2),25766(2)
AI,OBC,Telangana,"Govt Med Coll, Mulugu",MBBS,14000,20605(2),24482(2),25774(2)
AI,OBC,Assam,"Diphu Med Coll, Assam",MBBS,6400,20668(4),24658(4),25779(4)
AI,Open,Assam,Kokrajhar Medical College,MBBS,6400,20679(6),24684(6),25804(6)
AI,Open,Arunachal Pradesh,"Tomo Riba IHMS, Naharlagun",MBBS,33000,19272(6),23910(6),25813(6)
AI,OBC,Telangana,"Government Med Coll, Bhupalpally",MBBS,14000,21036(4),24486(4),25820(4)
AI,OBC,Tripura,"Agartala Med Coll, Agartala",MBBS,59500,20221(5),24323(5),25825(5)
AI,Open,Assam,"Nalbari Medical College, Nalbari",MBBS,6400,20989(7),24601(7),25827(7)
AI,Open,Manipur,"JNIMS, Imphal",MBBS,6000,19283(9),23665(9),25834(9)
AI,OBC,Assam,"Lakhimpur Med Coll, Lakhimpur",MBBS,6400,21217(4),24715(4),25841(4)
AI,OBC,Assam,Kokrajhar Medical College,MBBS,6400,21330(4),24937(4),25877(4)
AI,Open,Assam,Nagaon Medical College,MBBS,6400,20485(5),24814(5),25887(5)
AI,Open,Assam,Tinsukia Med Coll & Hosp,MBBS,6400,20728(6),24868(6),25898(6)
AI,EWS,Tamil Nadu,Govt Vellore Med Coll,MBBS,18073,11898(1),19470(1),25925(1)
AI,OBC,Assam,Tinsukia Med Coll & Hosp,MBBS,6400,21452(4),25060(4),25957(4)
AI,OBC,Assam,"Nalbari Medical College, Nalbari",MBBS,6400,21232(3),24904(3),25960(3)
AI,OBC,Assam,Nagaon Medical College,MBBS,6400,21404(4),24979(4),25963(4)
AI,OBC,Arunachal Pradesh,"Tomo Riba IHMS, Naharlagun",MBBS,33000,21275(5),24872(5),25985(5)
AI,EWS,Gujarat,"Govt Med College (GMERS), Morbi",MBBS,375000,18907(1),20148(1),26004(1)
AI,OBC,Manipur,"JNIMS, Imphal",MBBS,6000,20402(6),24283(6),26012(6)
AI,EWS,Kerala,"Govt Med Coll, Palakkad",MBBS,23150,18882(1),26031(1),26031(1)
AI,Open,Mizoram,"Zoram Med Coll, Mizoram",MBBS,49150,20924(6),24876(6),26055(6)
AI,OBC,Mizoram,"Zoram Med Coll, Mizoram",MBBS,49150,21320(3),25022(3),26060(3)
AI,EWS,Telangana,"Govt Med Coll, Suryapet",MBBS,14000,22645(2),26071(2),26071(2)
AI,EWS,Kerala,"Govt Med Coll, Thrissur",MBBS,23150,11657(2),23855(2),26159(2)
AI,OBC,Manipur,"Govt Med Coll, Churachandpur",MBBS,6000,21148(4),24830(4),26166(4)
AI,OBC,Andaman and Nicobar Islands,"Andaman & NicobarIMS,PortBlair",MBBS,59500,19826(5),24051(5),26172(5)
AI,Open,Nagaland,NIMSR Kohima,MBBS,60000,21190(6),24949(6),26178(6)
AI,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,15000,22662(3),23811(3),26189(3)
AI,EWS,Assam,"Dhubri Medical College, Dhubri",MBBS,6400,22798(2),26191(2),26191(2)
AI,EWS,Tamil Nadu,Thanjavur Med Coll,MBBS,18073,19617(2),23813(2),26199(2)
AI,OBC,Nagaland,NIMSR Kohima,MBBS,60000,21406(4),25108(4),26231(4)
AI,EWS,Assam,"Nalbari Medical College, Nalbari",MBBS,6400,24577(1),26264(1),26264(1)
AI,EWS,Maharashtra,"Government Med Coll, Hingoli",MBBS,158600,21219(1),22222(1),26277(1)
AI,EWS,Telangana,"Government Med Coll, Kamareddy",MBBS,14000,24304(1),27610(1),26296(1)
AI,EWS,Pondicherry,"IGMC & RI, Pondicherry",MBBS,73700,18099(2),22451(2),26307(2)
AI,EWS,Assam,Nagaon Medical College,MBBS,6400,24034(1),26316(1),26316(1)
AI,EWS,Maharashtra,"Government Med Coll, Jalna",MBBS,158600,21037(2),24606(2),26337(2)
AI,EWS,Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,64350,22113(1),26718(2),26355(2)
AI,EWS,Karnataka,Karwar Inst of Med Sciences,MBBS,64350,21165(3),24068(3),26369(3)
AI,EWS,Jammu and Kashmir,"Government Med Coll, Handwara",MBBS,34215,21323(1),23394(1),26395(1)
AI,EWS,Assam,"Pragjyotishpur Med Coll,Guwahati",MBBS,8400,-,23132(1),26429(2)
AI,EWS,Telangana,"Government Med Coll, Ramagundam",MBBS,14000,24249(2),26277(2),26439(2)
ES,OBC,Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,24000,-,26539(7),26539(7)
AI,EWS,Assam,"Diphu Med Coll, Assam",MBBS,6400,22629(2),26083(2),26545(2)
AI,EWS,Maharashtra,"Government Med Coll, Washim",MBBS,158600,21070(2),24908(2),26579(2)
AI,EWS,Telangana,"Govt Med Coll, Nalgonda",MBBS,14000,22783(2),26652(2),26652(2)
AI,EWS,Odisha,"Government Med Coll, Keonjhar",MBBS,22000,21167(1),24545(1),26677(2)
AI,EWS,Gujarat,"Govt Med Coll (GMERS), Panchmahal",MBBS,375000,19716(1),25532(1),26718(1)
AI,EWS,Chhattisgarh,"Govt Med Coll, Kanker",MBBS,50000,19977(2),24249(2),26727(2)
AI,EWS,Odisha,Government Med Coll Bhawanipatna,MBBS,22000,20237(1),23622(1),26733(1)
AI,EWS,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,15000,20208(2),24860(2),26790(2)
AI,EWS,Telangana,"Government Med Coll,Mahabubabad",MBBS,14000,23138(2),26822(2),26822(2)
AI,EWS,Maharashtra,"Government Med Coll, Bhandara",MBBS,158600,20763(2),23985(2),26905(2)
AI,EWS,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,15000,21311(3),25376(3),26931(3)
AI,EWS,Tripura,"Agartala Med Coll, Agartala",MBBS,59500,23014(2),26577(2),27007(2)
AI,EWS,Tamil Nadu,Chengalpattu Med Coll,MBBS,18073,17005(1),25599(1),27052(2)
AI,EWS,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,18073,9468(1),21264(1),27105(1)
AI,EWS,Chhattisgarh,"Government Med Coll, Mahasamund",MBBS,50000,19764(2),22368(2),27114(2)
AI,EWS,Assam,Tinsukia Med Coll & Hosp,MBBS,6400,24588(2),26523(2),27130(2)
AI,EWS,Gujarat,"GMERS Medical College, Navsari",MBBS,375000,18734(1),24890(1),27137(2)
AI,EWS,Kerala,"Govt Med Coll, Kollam",MBBS,23150,18125(2),23840(2),27149(2)
AI,EWS,Karnataka,Kodagu Inst of Med Sciences,MBBS,64350,20632(1),24903(1),27185(1)
AI,EWS,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,67900,20643(2),25604(2),27269(3)
AI,EWS,Telangana,"Government Med Coll, Mancherial",MBBS,14000,24258(1),27723(1),27467(1)
AI,EWS,Telangana,"Government Med Coll, Sangareddy",MBBS,14000,22704(2),26723(2),27501(2)
AI,EWS,Telangana,"Government Med Coll, Wanaparthy",MBBS,14000,24438(3),27032(3),27505(3)
AI,EWS,Tamil Nadu,"KAPV Med Coll, Trichy",MBBS,18073,23813(2),27734(2),27507(2)
AI,EWS,Telangana,"Govt Med Coll, Narayanpet",MBBS,14000,24991(1),27521(1),27521(1)
AI,EWS,Odisha,"Pabitra Mohan Pradhan MedColl&Hosp,Talcher",MBBS,22000,-,25389(2),27610(2)
AI,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,15000,22309(2),25759(3),27619(3)
AI,EWS,Karnataka,"Haveri Inst of Med Sci, Haveri",MBBS,64350,22656(2),26590(2),27635(2)
AI,OBC,Delhi,"Maulana Azad IDS, New Delhi",BDS,5395,24967(2),27439(2),27641(2)
AI,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,15000,23287(3),26790(3),27662(3)
AI,EWS,Manipur,"JNIMS, Imphal",MBBS,6000,22504(2),27688(2),27688(2)
AI,EWS,Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,15000,24086(2),27733(2),27689(2)
AI,Open,Uttar Pradesh,"Faculty of Dental Sci, Lucknow",BDS,47600,18646(2),26990(2),27731(2)
AI,EWS,Odisha,"Government MedColl&Hosp, Phulbani",MBBS,22000,-,26579(2),27733(2)
AI,EWS,Andhra Pradesh,"Government Medical College, Paderu",MBBS,15000,24545(1),27746(1),27746(1)
AI,EWS,Tamil Nadu,Govt Dharmapuri Med Coll,MBBS,18073,22081(1),27861(1),27761(1)
AI,EWS,Telangana,"Govt Med Coll, Nagarkurnool",MBBS,14000,23307(3),27567(3),27815(3)
AI,EWS,Gujarat,"GMERS Medical College, Rajpipla",MBBS,375000,20692(2),25753(2),27819(2)
AI,EWS,Karnataka,"Koppal Inst of MS, Koppal",MBBS,64350,20884(3),25382(3),27861(3)
AI,EWS,Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,64350,22472(3),25440(3),27909(3)
AI,EWS,Telangana,"Government Med Coll, Karimnagar",MBBS,14000,21286(1),25493(1),27961(1)
AI,EWS,Kerala,"TD Med Coll, Allepey",MBBS,23150,15032(3),24929(3),27979(3)
AI,EWS,Telangana,"Govt Med Coll, Quthbullapur",MBBS,14000,24686(1),27375(1),27998(1)
AI,EWS,Telangana,"Govt Med Coll, Kumuram Bheem",MBBS,14000,22654(2),25622(2),28016(2)
AI,EWS,Telangana,"Govt Med Coll, Rajanna Sircilla",MBBS,14000,21384(1),24666(1),28079(1)
AI,EWS,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,15000,24175(3),27530(3),28096(3)
AI,EWS,Telangana,Govt Med Coll Jangaon,MBBS,14000,20808(2),26496(2),28126(2)
AI,EWS,Kerala,"Govt Med Coll, Ernakulam",MBBS,23150,16822(1),16822(1),28133(2)
AI,EWS,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,15000,23264(2),27642(2),28135(2)
AI,EWS,Telangana,"Government Med Coll, Bhupalpally",MBBS,14000,24587(1),27834(1),28213(1)
AI,EWS,Tamil Nadu,"Mohan Kumaramangalam, Salem",MBBS,18073,21479(1),25629(1),28224(1)
AI,EWS,Tamil Nadu,Tirunelveli Med Coll,MBBS,18073,20871(3),26001(3),28311(4)
ES,Open,Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,24000,-,21652(9),28366(10)
AI,EWS,Tamil Nadu,"Govt Med Coll, Thiruvallur",MBBS,18073,24538(2),28079(2),28538(2)
AI,EWS,Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,18073,23489(1),26369(1),28556(1)
AI,EWS,Tamil Nadu,"Govt Med Coll, Virudhunagar",MBBS,18073,25427(2),28560(2),28560(2)
AI,EWS,Telangana,"Govt Med Coll, Maheshwaram",MBBS,14000,24918(1),27185(1),28606(1)
AI,EWS,Telangana,"GovtMedColl,BhadradriKothagudem",MBBS,14000,24456(2),27655(2),28618(2)
AI,EWS,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,15000,23873(1),24993(1),28638(2)
AI,EWS,Karnataka,Chikkamagaluru Inst of Med Sci,MBBS,64350,23078(3),25946(3),28712(3)
AI,EWS,Telangana,"Govt Med Coll, Medak",MBBS,14000,19796(1),26004(1),28725(1)
AI,EWS,Kerala,"Academy of Med Sci, Pariyaram",MBBS,23150,18568(2),25515(2),28738(2)
AI,EWS,Telangana,"Government Med Coll, Vikarabad",MBBS,14000,24860(1),27909(1),28771(1)
BHU SO,ST,Uttar Pradesh,"IMS(BHU), Varanasi",MBBS,33739,26196(8),28782(8),28782(8)
AI,OBC,Kerala,"Govt Dental Coll, Kottayam",BDS,20840,23679(1),38514(1),28796(1)
AI,EWS,Telangana,"Govt Med Coll, Yadadri",MBBS,14000,24618(1),26879(1),28813(1)
AI,EWS,Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,18073,25589(3),28868(3),28868(3)
AI,OBC,Uttar Pradesh,"Faculty of Dental Sci, Lucknow",BDS,47600,25322(2),29002(2),29002(2)
AI,EWS,Karnataka,"Yadgiri Inst of Med Sci,Yadgiri",MBBS,64350,20459(2),27130(2),29036(2)
AI,EWS,Karnataka,Chitradurga Medical College,MBBS,64350,22578(2),27105(2),29043(2)
AI,EWS,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,15000,24454(2),27194(2),29149(2)
AI,EWS,Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,18073,23068(1),28299(1),29191(1)
AI,ST,Rajasthan,"SMS, Jaipur",MBBS,96100,12960(2),29245(2),29245(2)
AI,EWS,Telangana,"Government Med Coll, Jagtial",MBBS,14000,23585(2),27619(2),29263(3)
AI,EWS,Andaman and Nicobar Islands,"Andaman & NicobarIMS,PortBlair",MBBS,59500,21558(2),26677(2),29264(2)
AI,EWS,Telangana,Govt Med Coll Narsampet,MBBS,14000,22880(1),27467(1),29272(1)
AI,EWS,Kerala,"Government Medical Coll, Konni",MBBS,23150,22633(1),26395(1),29355(1)
AI,EWS,Kerala,"Govt Med Coll, Manjeri",MBBS,23150,16227(2),25925(2),29361(2)
AI,Open,Kerala,"Govt Dental Coll, Kozhikode",BDS,20840,24900(3),29365(3),29365(3)
AI,EWS,Telangana,"Govt Med Coll, Mulugu",MBBS,14000,23911(1),28016(1),29410(1)
AI,Open,Kerala,"Govt Dental Coll, Kottayam",BDS,20840,22211(3),36606(3),29411(3)
AI,EWS,Tamil Nadu,"Govt Med Coll, Namakkal",MBBS,18073,-,-,29433(1)
AI,EWS,Telangana,"Government Med Coll, Nirmal",MBBS,14000,24815(2),27961(2),29435(2)
AI,EWS,Kerala,"GMC, Wayanad",MBBS,23150,-,27456(1),29472(1)
AI,EWS,Kerala,"Government Med Coll, Idukki",MBBS,23150,22337(1),27216(1),29504(1)
AI,EWS,Tamil Nadu,Govt Villupuram Med Coll,MBBS,18073,24331(2),27979(2),29524(2)
AI,EWS,Tamil Nadu,Govt Theni Med Coll,MBBS,18073,23572(2),27783(2),29566(2)
AI,EWS,Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,18073,24156(2),27007(2),29569(2)
AI,EWS,Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,18073,24929(3),28211(3),29570(3)
AI,EWS,Telangana,"GMC, Kodangal",MBBS,14000,-,28771(1),29580(1)
AI,EWS,Manipur,"Govt Med Coll, Churachandpur",MBBS,6000,25389(2),25308(2),29587(2)
AI,EWS,Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,18073,24639(2),28281(2),29596(2)
AI,EWS,Tamil Nadu,Govt Thoothukudi Med Coll,MBBS,18073,24006(2),27952(2),29624(2)
AI,EWS,Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,18073,25257(3),28311(3),29653(3)
AI,EWS,Tamil Nadu,"Govt Med Coll, Nagapattinam",MBBS,18073,25599(2),28920(2),29661(2)
AI,EWS,Mizoram,"Zoram Med Coll, Mizoram",MBBS,49150,25440(1),28712(1),29724(1)
AI,EWS,Nagaland,NIMSR Kohima,MBBS,60000,25011(1),26727(1),29747(1)
AI,EWS,Tamil Nadu,Kanyakumari Med Coll,MBBS,18073,23028(3),27635(3),29795(3)
AI,EWS,Tamil Nadu,"Govt Med Coll, Tiruppur",MBBS,18073,25118(2),28538(2),29797(2)
AI,EWS,Tamil Nadu,Govt Sivagangai Med Coll,MBBS,18073,21550(1),27662(1),29875(1)
AI,EWS,Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,18073,24911(1),27286(1),29876(1)
AI,OBC,Kerala,"Govt Dental Coll, Kozhikode",BDS,20840,25837(2),29886(2),29886(2)
AI,EWS,Tamil Nadu,"Govt Med Coll, Karur",MBBS,18073,25254(2),28556(2),29923(2)
AI,EWS,Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,18073,25414(2),28618(2),29975(2)
AI,EWS,Tamil Nadu,"Govt Med Coll, Nilgiris",MBBS,18073,22451(3),27505(3),29977(3)
ES,Open,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,24000,20293(9),29987(9),29987(9)
AI,EWS,Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,18073,25511(2),28822(2),29997(2)
AI,Open,Kerala,"Govt Dental Coll, Trivandrum",BDS,20840,22159(2),30005(2),30005(2)
AI,EWS,Uttar Pradesh,"Faculty of Dental Sci, Lucknow",BDS,47600,30594(2),30594(2),30124(2)
ES,Open,Madhya Pradesh,"ESIC Med Coll, Indore",MBBS,24000,-,-,30150(7)
AIIMS SO,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",MBBS,1350,20587(14),24786(14),30304(14)
DU,Open,Delhi,"Maulana Azad IDS, New Delhi",BDS,5395,26944(16),30388(16),30388(16)
AI,OBC,Rajasthan,"RUHS Coll of Dental Sci,Jaipur",BDS,35077,27912(2),20249(2),30485(2)
AIIMS SO,ST,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,1350,31007(10),31007(10),31007(10)
ES,Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,24000,24648(11),31057(11),31057(11)
AI,Open-PwD,Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,24000,226744(1),31086(1),31086(1)
DU,OBC,Delhi,"Maulana Azad IDS, New Delhi",BDS,5395,31646(9),35127(9),31646(9)
ES,Open,Himachal Pradesh,"LalBahShastri Govt Med, Mandi",MBBS,24000,19515(15),22219(15),31718(16)
AIIMS SO,SC,Assam,"AIIMS, Guwahati",MBBS,1350,30794(14),32675(14),31752(14)
AIIMS SO,SC,Uttar Pradesh,"AIIMS, Gorakhpur",MBBS,1350,21412(18),26906(18),31853(18)
AI,Open,Kerala,"Pariyaram Dental Coll, Kannur",BDS,20840,30556(3),32560(3),32110(3)
ES,EWS,Himachal Pradesh,"LalBahShastri Govt Med, Mandi",MBBS,24000,21839(3),21839(3),32408(3)
BHU SO,Open,Uttar Pradesh,"IMS-Faculty of Dental, BHU",BDS,33739,28956(24),32661(24),32661(24)
ES,EWS,Madhya Pradesh,"ESIC Med Coll, Indore",MBBS,24000,-,-,32700(1)
ES,Open,Karnataka,"ESI, Bangalore",MBBS,24000,23267(27),28785(27),32853(28)
AI,SC,Rajasthan,"SMS, Jaipur",MBBS,96100,13827(5),20606(5),32890(5)
AI,Open,Bihar,"Patna Dental Coll, Patna",BDS,9500,33370(4),33370(4),33370(4)
AIIMS SO,ST,Uttarakhand,"AIIMS, Rishikesh",MBBS,1350,11475(9),11475(9),33497(9)
AI,Open,Andhra Pradesh,"Govt Dental Coll, Vijayawada",BDS,9000,27395(3),43984(3),33590(3)
ES,OBC,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,24000,25764(5),33726(5),33726(5)
ES,OBC,Kerala,"Govt Med Coll, Kollam",MBBS,24000,28151(9),28391(9),33773(10)
JPMR SO,Open-PwD,Pondicherry,"JIPMER, Puducherry",MBBS,1200,33869(3),33869(3),33869(3)
AI,SC,Telangana,"Gandhi Med Coll, Secunderabad",MBBS,14000,33424(4),34060(4),34060(4)
ES,OBC,Madhya Pradesh,"ESIC Med Coll, Indore",MBBS,24000,-,-,34201(5)
AI,ST,Delhi,"Lady Hardinge, Delhi",MBBS,1665,22278(3),34279(3),34279(3)
AI,EWS,Karnataka,"Govt Dental Coll, Bangalore",BDS,49350,34320(1),34320(1),34320(1)
AI,OBC,Bihar,"Patna Dental Coll, Patna",BDS,9500,34138(1),34417(1),34417(1)
AI,SC,Maharashtra,"Grant Med Coll, Mumbai",MBBS,158600,24786(4),34467(4),34467(4)
ES,OBC,Himachal Pradesh,"LalBahShastri Govt Med, Mandi",MBBS,24000,21788(8),23596(8),34580(9)
AI,Open,Haryana,"Govt Dental Coll, Rohtak",BDS,37500,30921(7),32999(7),34616(7)
AI,Open,Tripura,"Government Dental Coll, Agartala",BDS,42000,26096(5),31091(5),34658(5)
AIIMS SO,SC,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,1350,23301(14),33926(14),34668(14)
BHU SO,OBC,Uttar Pradesh,"IMS-Faculty of Dental, BHU",BDS,33739,32320(16),34832(16),34832(16)
