S. No.,State,Management of college,College Name,Course Name,Seats
242,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Psychiatry,4
243,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MS - General Surgery,29
244,Andhra Pradesh,Govt,"Guntur Medical College, Guntur","MD - Forensic Medicine/Forensic Medicine &
Toxicology",2
245,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MS - Obstetrics & Gynaecology,20
246,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Physiology,2
247,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Radio Diagnosis/Radiology,4
248,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MS - Ophthalmology,9
249,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MS - ENT,6
250,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Pharmacology,3
251,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Microbiology,9
252,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Bio-Chemistry,3
253,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MS - Orthopaedics,11
254,Andhra Pradesh,Govt,"Guntur Medical College, Guntur","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",6
255,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Radiotherapy/ Radiation Oncology,2
256,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Anaesthesiology,14
257,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - General Medicine,25
258,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Pathology,11
259,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Anatomy,2
260,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Emergency Medicine,4
261,Andhra Pradesh,Govt,"Guntur Medical College, Guntur",MD - Paediatrics,12
262,Andhra Pradesh,Govt,"Guntur Medical College, Guntur","MD - Dermatology , Venereology & Leprosy",6
263,Andhra Pradesh,Govt,"Homi Bhabha Cancer Hospital and Research Centre, Visakhapatnam",MD - Anaesthesiology,2
264,Andhra Pradesh,Govt,"Homi Bhabha Cancer Hospital and Research Centre, Visakhapatnam",MD - Radiation Oncology,4
265,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - Anaesthesiology,8
266,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - Bio-Chemistry,1
267,Andhra Pradesh,Trust,"Katuri Medical College, Guntur","MD - Dermatology , Venereology & Leprosy",4
268,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - General Medicine,10
269,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - Microbiology,2
270,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - Paediatrics,6
271,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - Pharmacology,2
272,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - Psychiatry,3
273,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MD - Radio Diagnosis/Radiology,5
274,Andhra Pradesh,Trust,"Katuri Medical College, Guntur","MD - Social & Preventive Medicine / Community
Medicine",3
275,Andhra Pradesh,Trust,"Katuri Medical College, Guntur","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",4
276,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MS - Ophthalmology,4
277,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MS - ENT,4
278,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MS - General Surgery,10
279,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MS - Obstetrics & Gynaecology,9
280,Andhra Pradesh,Trust,"Katuri Medical College, Guntur",MS - Orthopaedics,8
281,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Paediatrics,9
282,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Bio-Chemistry,1
283,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MS - ENT,2
284,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",2
285,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram","MD - Social & Preventive Medicine / Community
Medicine",2
286,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Physiology,1
287,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MS - General Surgery,10
288,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Pharmacology,1
289,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Microbiology,1
290,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MS - Orthopaedics,6
291,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MS - Obstetrics & Gynaecology,12
292,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - General Medicine,14
293,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram","MD - Forensic Medicine/Forensic Medicine &
Toxicology",2
294,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram","MD - Dermatology , Venereology & Leprosy",4
295,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Anaesthesiology,11
296,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Radio Diagnosis/Radiology,11
297,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Psychiatry,2
298,Andhra Pradesh,Trust,"Konaseema Institute of Medical Sciences & Research Foundation,
Amalapuram",MD - Anatomy,1
299,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Anatomy,3
300,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Physiology,4
301,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Bio-Chemistry,3
302,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Pharmacology,3
303,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Microbiology,6
304,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Pathology,8
305,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Community Medicine,4
306,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool","MD - Forensic Medicine/Forensic Medicine &
Toxicology",6
307,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - General Medicine,29
308,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MS- General Surgery,20
309,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MS - Orthopaedics,13
310,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MS - Obstetrics & Gynaecology,18
311,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Anesthesiology,15
312,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Pediatrics,15
313,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MS - Opthalmology,10
314,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Radio Diagnosis,7
315,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MS - ENT,8
316,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Tuberculosis & Chest Diseases,4
317,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - DVL,4
318,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Radiation Oncology,1
319,Andhra Pradesh,Govt,"Kurnool Medical College, Kurnool",MD - Psychiatry,3
320,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Pharmacology,2
321,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",2
322,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MS - ENT,2
323,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MS - Obstetrics & Gynaecology,10
324,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Paediatrics,8
325,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MS - Orthopaedics,8
326,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Radio Diagnosis/Radiology,15
327,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Microbiology,2
328,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram","MD - Dermatology , Venereology & Leprosy",5
329,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram","MD - Social & Preventive Medicine / Community
Medicine",2
330,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - General Medicine,15
331,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Bio-Chemistry,2
332,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Pathology,2
333,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Anaesthesiology,4
334,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MD - Psychiatry,2
335,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MS - General Surgery,10
336,Andhra Pradesh,Trust,"Maharajah Institute of Medical Sciences, Vizianagaram",MS - Ophthalmology,3
337,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Bio-Chemistry,3
338,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Physiology,3
339,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Microbiology,2
340,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Pharmacology,3
341,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MS - Obstetrics & Gynaecology,7
342,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Radio Diagnosis/Radiology,12
343,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MS - Ophthalmology,6
344,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Psychiatry,3
345,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Paediatrics,10
346,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - General Medicine,18
347,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Emergency Medicine,2
348,Andhra Pradesh,Trust,"Narayana Medical College, Nellore","MD - Dermatology , Venereology & Leprosy",5
349,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Anaesthesiology,12
350,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MS - ENT,4
351,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Pathology,4
352,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MS - General Surgery,18
353,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MD - Anatomy,3
354,Andhra Pradesh,Trust,"Narayana Medical College, Nellore",MS - Orthopaedics,15
355,Andhra Pradesh,Trust,"Narayana Medical College, Nellore","MD - Social & Preventive Medicine / Community
Medicine",3
356,Andhra Pradesh,Trust,"Narayana Medical College, Nellore","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",5
357,Andhra Pradesh,Society,"Nimra Institute of Medical Sciences, Krishna Dist., A.P.",MD - General Medicine,6
358,Andhra Pradesh,Society,"Nimra Institute of Medical Sciences, Krishna Dist., A.P.",MS - General Surgery,8
359,Andhra Pradesh,Society,"Nimra Institute of Medical Sciences, Krishna Dist., A.P.",MD - Anesthesiology,8
360,Andhra Pradesh,Society,"Nimra Institute of Medical Sciences, Krishna Dist., A.P.",MS - Orthopaedics,8
361,Andhra Pradesh,Society,"Nimra Institute of Medical Sciences, Krishna Dist., A.P.",MS - Obstetrics & Gynaecology,6
362,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MS - Ophthalmology,2
363,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MS - Obstetrics & Gynaecology,6
364,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam","MD - Dermatology , Venereology & Leprosy",2
365,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - Bio-Chemistry,3
366,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam","MD - Social & Preventive Medicine / Community
Medicine",4
367,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MS - Orthopaedics,4
368,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - Paediatrics,4
369,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - Microbiology,3
370,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - Radio Diagnosis/Radiology,2
371,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - Psychiatry,2
372,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",4
373,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - General Medicine,12
374,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - Anaesthesiology,6
375,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MS - ENT,2
376,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MS - General Surgery,6
377,Andhra Pradesh,Trust,"NRI Institute of Medical Sciences, Visakhapatnam",MD - Pathology,4
378,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Radiotherapy/ Radiation Oncology,3
379,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MS - Ophthalmology,6
380,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Physiology,2
381,Andhra Pradesh,Trust,"NRI Medical College, Guntur","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",5
382,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - General Medicine,14
383,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Family Medicine,1
384,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MS - Orthopaedics,6
385,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Microbiology,4
386,Andhra Pradesh,Trust,"NRI Medical College, Guntur","MD - Dermatology , Venereology & Leprosy",5
387,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Pathology,4
388,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Pharmacology,3
389,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Anatomy,2
390,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Anaesthesiology,15
391,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Psychiatry,5
392,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Radio Diagnosis/Radiology,12
393,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MS - ENT,4
394,Andhra Pradesh,Trust,"NRI Medical College, Guntur","MD - Social & Preventive Medicine / Community
Medicine",2
395,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Bio-Chemistry,2
396,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MS - General Surgery,14
397,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MS - Obstetrics & Gynaecology,4
398,Andhra Pradesh,Trust,"NRI Medical College, Guntur",MD - Paediatrics,6
399,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MS - Orthopaedics,9
400,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MS - Ophthalmology,5
401,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MS - General Surgery,12
402,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Paediatrics,8
403,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Pharmacology,2
404,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MS - Obstetrics & Gynaecology,11
405,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Anaesthesiology,10
406,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - General Medicine,15
407,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Psychiatry,5
408,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Microbiology,2
409,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Physiology,2
410,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Bio-Chemistry,1
411,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Radio Diagnosis/Radiology,9
412,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Pathology,6
413,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam","MD - Social & Preventive Medicine / Community
Medicine",4
414,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Emergency Medicine,2
415,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MD - Anatomy,2
416,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam",MS - ENT,5
417,Andhra Pradesh,Trust,"P E S Institute Of Medical Sciences and Research, Kuppam","MD - Dermatology , Venereology & Leprosy",4
418,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",MD - Emergency Medicine,4
419,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",MS - ENT,5
420,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam","MD - Dermatology , Venereology & Leprosy",5
421,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",MD - Pathology,3
422,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",MS - Ophthalmology,3
423,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",MD - Radio Diagnosis,5
424,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",MD - Pharmacology,2
425,Andhra Pradesh,Govt,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam",MD - Paediatrics,3
