STATE,INSTITUTE,COURSE,QUOTA,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1
Karnataka,"Raichur IMS, Raichur",BIOCHEMISTRY,AIQ,"₹ 40,900.00",500,1,"₹ 50,00,000.00","₹ 56,250.00"
Tamil Nadu,"Rajah Muthiah, Annamalainagar",BIOCHEMISTRY,AIQ,"₹ 50,000.00",1400,2,"₹ 40,00,000.00","₹ 54,025.00"
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",BIOCHEMISTRY,AIQ,"₹ 1,57,100.00",665,1,"₹ 50,00,000.00","₹ 93,559.00"
Jharkhand,"Rajendra IMS, Ranchi",BIOCHEMISTRY,AIQ,"₹ 1,550.00",1754,3,"₹ 30,00,000.00","₹ 1,00,770.00"
Telangana,"Rajiv Gandhi IMS, Adilabad",BIOCHEMISTRY,AIQ,"₹ 15,000.00",NA,1,"₹ 20,00,000.00","₹ 67,032.00"
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",BIOCHEMISTRY,AIQ,"₹ 30,000.00",715,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",BIOCHEMISTRY,AIQ,"₹ 30,000.00",532,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",BIOCHEMISTRY,AIQ,"₹ 30,000.00",500,0,₹ 0.00,"₹ 60,823.00"
Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",BIOCHEMISTRY,AIQ,"₹ 1,57,100.00",500,1,"₹ 50,00,000.00","₹ 93,559.00"
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",BIOCHEMISTRY,AIQ,"₹ 30,000.00",1450,0,₹ 0.00,"₹ 60,823.00"
Manipur,"RIMS, Imphal",BIOCHEMISTRY,AIQ,"₹ 5,000.00",1074,0,₹ 0.00,"₹ 1,09,926.00"
West Bengal,"RG Kar Med Coll, Kolkata",BIOCHEMISTRY,AIQ,"₹ 12,000.00",1663,3,"₹ 30,00,000.00","₹ 61,634.00"
Rajasthan,"RUHS, Jaipur",BIOCHEMISTRY,AIQ,"₹ 89,489.00",300,2,"₹ 25,00,000.00","₹ 87,216.00"
Andhra Pradesh,"SV Med Coll, Tirupati",BIOCHEMISTRY,AIQ,"₹ 30,000.00",940,0,₹ 0.00,"₹ 60,823.00"
Rajasthan,"SP Med Coll, Bikaner",BIOCHEMISTRY,AIQ,"₹ 14,093.00",1570,2,"₹ 25,00,000.00","₹ 87,216.00"
Odisha,"SCB, Cuttack",BIOCHEMISTRY,AIQ,"₹ 35,000.00",2106,2,"₹ 68,05,464.00","₹ 91,042.00"
Maharashtra,"Seth GS, Mumbai",BIOCHEMISTRY,AIQ,"₹ 1,57,100.00",2250,1,"₹ 50,00,000.00","₹ 93,559.00"
Haryana,"SHKM, Nalhar",BIOCHEMISTRY,AIQ,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 1,04,346.00"
Karnataka,"Shimoga IMS, Shimoga",BIOCHEMISTRY,AIQ,"₹ 40,900.00",950,1,"₹ 50,00,000.00","₹ 56,250.00"
Karnataka,"Shri Atal Bihari Vajpayee, BLR",BIOCHEMISTRY,AIQ,"₹ 40,900.00",956,1,"₹ 50,00,000.00","₹ 56,250.00"
Maharashtra,"Shri VR Naik Govt, Yavatmal",BIOCHEMISTRY,AIQ,"₹ 1,57,100.00",756,1,"₹ 50,00,000.00","₹ 93,559.00"
Madhya Pradesh,"SSMC, Rewa",BIOCHEMISTRY,AIQ,"₹ 1,01,500.00",1140,1,"₹ 10,00,000.00","₹ 75,444.00"
Assam,"Silchar Med Coll, Silchar",BIOCHEMISTRY,AIQ,"₹ 25,900.00",1256,2,"₹ 20,00,000.00","₹ 55,200.00"
Rajasthan,"SMS, Jaipur",BIOCHEMISTRY,AIQ,"₹ 14,093.00",5702,2,"₹ 25,00,000.00","₹ 87,216.00"
Maharashtra,"Sri Bhausaheb, Dhule",BIOCHEMISTRY,AIQ,"₹ 1,57,100.00",545,1,"₹ 50,00,000.00","₹ 93,559.00"
Maharashtra,"SRTT, Ambajogai",BIOCHEMISTRY,AIQ,"₹ 1,57,100.00",518,1,"₹ 50,00,000.00","₹ 93,559.00"
Tamil Nadu,"Stanley Med Coll, Chennai",BIOCHEMISTRY,AIQ,"₹ 50,000.00",1661,2,"₹ 40,00,000.00","₹ 54,025.00"
Kerala,"TD Med Coll, Allepey",BIOCHEMISTRY,AIQ,"₹ 69,470.00",1050,1,"₹ 50,00,000.00","₹ 57,876.00"
Assam,"Tezpur Med Coll, Tezpur",BIOCHEMISTRY,AIQ,"₹ 27,300.00",500,2,"₹ 20,00,000.00","₹ 55,200.00"
Tamil Nadu,Thanjavur Med Coll,BIOCHEMISTRY,AIQ,"₹ 50,000.00",1466,2,"₹ 40,00,000.00","₹ 54,025.00"
Tamil Nadu,Tirunelveli Med Coll,BIOCHEMISTRY,AIQ,"₹ 50,000.00",1737,2,"₹ 40,00,000.00","₹ 54,025.00"
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",BIOCHEMISTRY,AIQ,"₹ 24,000.00",394,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Delhi,"UCMS, Delhi",BIOCHEMISTRY,AIQ,"₹ 47,220.00",1000,1,"₹ 20,00,000.00","₹ 1,32,336.00"
Uttar Pradesh,"UP Univ of Med Sci, Etawah",BIOCHEMISTRY,AIQ,"₹ 24,000.00",1268,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Bihar,"Vardhman IMS, Nalanda",BIOCHEMISTRY,AIQ,"₹ 9,000.00",640,2,"₹ 25,00,000.00","₹ 82,000.00"
Delhi,"VMMC, Delhi",BIOCHEMISTRY,AIQ,"₹ 15,000.00",1550,1,"₹ 20,00,000.00","₹ 1,20,965.00"
Odisha,"VIMSAR, Burla",BIOCHEMISTRY,AIQ,"₹ 35,000.00",1071,2,"₹ 68,05,464.00","₹ 91,042.00"
Delhi,"VP Chest Institute, Delhi",BIOCHEMISTRY,AIQ,"₹ 16,200.00",128,1,"₹ 20,00,000.00","₹ 1,32,336.00"
Uttar Pradesh,"Govt Med Coll, Kannauj",BIOCHEMISTRY,AIQ,"₹ 24,000.00",470,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Uttar Pradesh,"Govt Med Coll, Shahjhanpur",BIOCHEMISTRY,AIQ,"₹ 24,000.00",460,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Uttar Pradesh,"GSVM Med Coll, Kanpur",BIOCHEMISTRY,AIQ,"₹ 24,000.00",2083,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Assam,"Lakhimpur Med Coll, Lakhimpur",BIOCHEMISTRY,AIQ,"₹ 27,300.00",530,2,"₹ 20,00,000.00","₹ 55,200.00"
Delhi,"ESI, Basaidarpur, Delhi",BIOCHEMISTRY,AIQ,"₹ 2,50,000.00",600,2,"₹ 10,00,000.00","₹ 1,30,846.00"
Jammu and Kashmir,"Govt Med Coll, Jammu",BIOCHEMISTRY,AIQ,"₹ 25,000.00",2663,0,₹ 0.00,"₹ 63,240.00"
Jammu and Kashmir,"Government Medical Coll,Kathua",BIOCHEMISTRY,AIQ,"₹ 32,500.00",557,0,₹ 0.00,"₹ 63,240.00"
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",BIOCHEMISTRY,AIQ,"₹ 1,550.00",560,3,"₹ 30,00,000.00","₹ 54,500.00"
Karnataka,Chikkaballapura Inst of Med Sci,BIOCHEMISTRY,AIQ,"₹ 40,900.00",360,1,"₹ 50,00,000.00","₹ 56,250.00"
Karnataka,Chikkamagaluru Inst of Med Sci,BIOCHEMISTRY,AIQ,"₹ 40,900.00",1050,1,"₹ 50,00,000.00","₹ 56,250.00"
Karnataka,"Haveri Inst of Med Sci, Haveri",BIOCHEMISTRY,AIQ,"₹ 40,900.00",550,1,"₹ 50,00,000.00","₹ 56,250.00"
Madhya Pradesh,"Govt Med Coll, Chhindwara",BIOCHEMISTRY,AIQ,"₹ 1,01,500.00",674,1,"₹ 10,00,000.00","₹ 75,444.00"
Madhya Pradesh,"Govt Med Coll, Shivpuri",BIOCHEMISTRY,AIQ,"₹ 1,01,500.00",520,1,"₹ 10,00,000.00","₹ 75,444.00"
Maharashtra,"Tata Memorial, Mumbai",BIOCHEMISTRY,AIQ,"₹ 1,05,500.00",614,1,"₹ 25,00,000.00","₹ 1,05,840.00"
Pondicherry,"IGMC & RI, Pondicherry",BIOCHEMISTRY,AIQ,"₹ 1,10,000.00",750,0,₹ 0.00,"₹ 43,000.00"
Telangana,"Government Med Coll, Ramagundam",BIOCHEMISTRY,AIQ,"₹ 15,000.00",350,1,"₹ 20,00,000.00","₹ 67,032.00"
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",BIOCHEMISTRY,AIQ,"₹ 24,000.00",NA,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",BIOCHEMISTRY,AIQ,"₹ 24,000.00",NA,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",BIOCHEMISTRY,AIQ,"₹ 24,000.00",500,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",BIOCHEMISTRY,AIQ,"₹ 24,000.00",NA,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Uttar Pradesh,"PG Inst of Child Health, Noida",BIOCHEMISTRY,AIQ,"₹ 24,000.00",312,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Uttarakhand,"Govt Med Coll, Haldwani",BIOCHEMISTRY,AIQ,"₹ 1,00,000.00",600,0,₹ 0.00,"₹ 71,257.00"
West Bengal,"Diamond Harbour Govt MC, WB",BIOCHEMISTRY,AIQ,"₹ 12,000.00",752,3,"₹ 30,00,000.00","₹ 61,634.00"
West Bengal,"ESI, Joka, Kolkata",BIOCHEMISTRY,AIQ,"₹ 2,50,000.00",470,2,"₹ 10,00,000.00","₹ 1,00,980.00"
Karnataka,"VIMS, Bellary",BIOCHEMISTRY,AIQ,"₹ 40,900.00",1295,1,"₹ 50,00,000.00","₹ 56,250.00"
Rajasthan,"ESIC Med Coll, Alwar",BIOCHEMISTRY,AIQ,"₹ 2,50,000.00",NA,2,"₹ 10,00,000.00","₹ 1,15,853.00"
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",BIOCHEMISTRY,AIQ,"₹ 24,000.00",NA,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Andhra Pradesh,"SVIMS, Tirupati",BIOCHEMISTRY,AIQ,"₹ 1,75,000.00",1257,1,"₹ 40,00,000.00","₹ 96,951.00"
Andaman and Nicobar Islands,"Andaman & NicobarIMS,PortBlair",BIOCHEMISTRY,AIQ,"₹ 33,000.00",555,1,"₹ 10,00,000.00","₹ 87,000.00"
Uttar Pradesh,"Govt IMS, Kasna",BIOCHEMISTRY,AIQ,"₹ 35,000.00",500,2,"₹ 40,00,000.00","₹ 1,10,646.00"
Manipur,"JNIMS, Imphal",BIOCHEMISTRY,AIQ,"₹ 50,000.00",643,0,₹ 0.00,"₹ 50,000.00"
Telangana,"NIMS, Hyderabad",BIOCHEMISTRY,AIQ,"₹ 72,000.00",1498,1,"₹ 20,00,000.00","₹ 1,16,844.00"
Goa,"Goa Med Coll, Panaji",BIOCHEMISTRY,AIQ,"₹ 1,22,522.00",1160,1,"₹ 50,00,000.00","₹ 80,000.00"
West Bengal,Malda Med Coll,BIOCHEMISTRY,AIQ,"₹ 12,000.00",700,3,"₹ 30,00,000.00","₹ 61,634.00"
Punjab,"Govt Med Coll, Amritsar",BIOCHEMISTRY,AIQ,"₹ 1,00,000.00",951,2,"₹ 20,00,000.00","₹ 76,000.00"
Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,AIQ,"₹ 1,00,000.00",1130,2,"₹ 20,00,000.00","₹ 76,000.00"
Punjab,"Guru Govind Singh, Faridkot",BIOCHEMISTRY,AIQ,"₹ 1,00,000.00",1025,2,"₹ 20,00,000.00","₹ 76,000.00"
Pondicherry,"Aarupadai Veedu, Pondicherry",BIOCHEMISTRY,MNG,₹ 0.00,584,0,₹ 0.00,₹ 0.00
Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",BIOCHEMISTRY,MNG,"₹ 3,00,000.00",1180,0,₹ 0.00,"₹ 48,000.00"
Karnataka,"JN Medical College, Belgaum",BIOCHEMISTRY,MNG,"₹ 27,500.00",2400,1,"₹ 10,00,000.00","₹ 56,250.00"
Karnataka,"JSS Med Coll, Mysore",BIOCHEMISTRY,MNG,"₹ 10,000.00",2060,0,₹ 0.00,"₹ 45,000.00"
Karnataka,"KS Hegde, Mangalore",BIOCHEMISTRY,MNG,"₹ 10,000.00",1000,0,₹ 0.00,"₹ 56,250.00"
Odisha,"Kalinga IMS, Bhubaneswar",BIOCHEMISTRY,MNG,"₹ 9,00,000.00",2600,0,₹ 0.00,"₹ 72,000.00"
Maharashtra,"Krishna IMS, Karad",BIOCHEMISTRY,MNG,"₹ 3,00,000.00",1125,1,"₹ 5,00,000.00","₹ 92,470.00"
Pondicherry,"MGMC & RI, Pondicherry",BIOCHEMISTRY,MNG,"₹ 6,00,000.00",1380,0,₹ 0.00,"₹ 40,000.00"
Maharashtra,"DY Patil, Navi Mumbai",BIOCHEMISTRY,MNG,"₹ 8,50,000.00",1662,1,"₹ 10,00,000.00","₹ 76,629.00"
Karnataka,"Rajeshwari, Bangalore",BIOCHEMISTRY,MNG,"₹ 5,00,000.00",1460,0,₹ 0.00,"₹ 45,000.00"
Uttar Pradesh,"Santosh Med Coll, Ghaziabad",BIOCHEMISTRY,MNG,"₹ 2,00,000.00",800,0,₹ 0.00,"₹ 56,010.00"
Tamil Nadu,"Sree Balaji Med Coll, Chennai",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",1250,0,₹ 0.00,"₹ 25,000.00"
Tamil Nadu,"SRMC & RI, Chennai",BIOCHEMISTRY,MNG,"₹ 6,00,000.00",1800,0,₹ 0.00,"₹ 48,000.00"
Karnataka,"Sri Siddhartha IMS, T. Begur",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",720,0,₹ 0.00,"₹ 30,000.00"
Tamil Nadu,"SRM Med Coll, Kancheepuram",BIOCHEMISTRY,MNG,₹ 0.00,1590,0,₹ 0.00,"₹ 52,451.00"
Tamil Nadu,"Vinayaka Missions, Salem",BIOCHEMISTRY,MNG,"₹ 2,68,000.00",560,0,₹ 0.00,₹ 0.00
Pondicherry,"Vinayaka Missions, Karaikal",BIOCHEMISTRY,MNG,"₹ 3,50,000.00",590,0,₹ 0.00,"₹ 12,500.00"
Karnataka,"Yenepoya Med Coll, Mangalore",BIOCHEMISTRY,MNG,"₹ 10,000.00",910,0,₹ 0.00,"₹ 55,000.00"
Maharashtra,"JN Med College, Meghe, Wardha",BIOCHEMISTRY,MNG,"₹ 3,00,000.00",2150,1,"₹ 5,00,000.00","₹ 70,000.00"
Maharashtra,"MGM Med Coll, Aurangabad",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",700,1,"₹ 25,00,000.00","₹ 88,000.00"
Kerala,"Amrita School of Med, Kochi",BIOCHEMISTRY,MNG,"₹ 5,00,000.00",1110,0,₹ 0.00,"₹ 48,000.00"
Haryana,Amrita School of Med. Faridabad,BIOCHEMISTRY,MNG,"₹ 5,00,000.00",NA,0,₹ 0.00,"₹ 60,000.00"
Tamil Nadu,"Sri Lalithambigai Med, Chennai",BIOCHEMISTRY,MNG,"₹ 5,00,000.00",NA,NA,NA,"₹ 47,000.00"
Karnataka,"SDU Med Coll, Kolar",BIOCHEMISTRY,MNG,₹ 0.00,1100,1,"₹ 19,80,000.00","₹ 50,000.00"
Maharashtra,"Datta Meghe Med Coll, Nagpur",BIOCHEMISTRY,MNG,NA,925,1,"₹ 5,00,000.00","₹ 70,000.00"
Karnataka,"Shri BM Patil, Vijayapura",BIOCHEMISTRY,MNG,"₹ 55,000.00",1130,0,₹ 0.00,"₹ 45,000.00"
Odisha,"IMS & SUM, Bhubaneswar",BIOCHEMISTRY,MNG,₹ 0.00,1410,0,₹ 0.00,"₹ 60,000.00"
Haryana,"MMIMS, Mullana, Ambala",BIOCHEMISTRY,MNG,"₹ 3,30,000.00",940,1,"₹ 10,00,000.00","₹ 56,100.00"
Maharashtra,"BVDU, Sangli",BIOCHEMISTRY,MNG,"₹ 10,50,000.00",853,1,"₹ 12,00,000.00","₹ 86,000.00"
Gujarat,"SBKS, Vadodara",BIOCHEMISTRY,MNG,"₹ 7,15,000.00",1340,0,₹ 0.00,"₹ 1,00,800.00"
Maharashtra,"Symbiosis Med Coll Women, Pune",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",NA,1,"₹ 10,00,000.00","₹ 60,000.00"
Karnataka,"Kasturba Med Coll, Mangalore",BIOCHEMISTRY,MNG,"₹ 4,95,000.00",1290,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Kasturba Med Coll, Manipal",BIOCHEMISTRY,MNG,"₹ 4,95,000.00",2032,0,₹ 0.00,"₹ 56,250.00"
Maharashtra,"DY Patil, Pimpri, Pune",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",2011,1,₹ 0.00,"₹ 85,000.00"
Delhi,"Hamdard Institute, Delhi",BIOCHEMISTRY,MNG,"₹ 10,50,000.00",710,0,₹ 0.00,"₹ 80,000.00"
Maharashtra,"MGM Med Coll, Navi Mumbai",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",1740,1,"₹ 25,00,000.00","₹ 88,000.00"
Maharashtra,"BVDU, Pune",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",856,2,NA,"₹ 86,000.00"
Tamil Nadu,"Meenakshi Med Coll, Enathur",BIOCHEMISTRY,MNG,"₹ 1,00,000.00",1110,0,₹ 0.00,₹ 0.00
Tamil Nadu,"ACS Med Coll, Chennai",BIOCHEMISTRY,MNG,"₹ 5,00,000.00",1050,0,₹ 0.00,"₹ 47,000.00"
Tamil Nadu,"Saveetha, Kanchipuram",BIOCHEMISTRY,MNG,"₹ 50,000.00",1250,0,₹ 0.00,"₹ 48,000.00"
Karnataka,"Yenepoya Med Coll, Mangalore",BIOCHEMISTRY,MM,"₹ 10,000.00",910,0,₹ 0.00,"₹ 55,000.00"
Delhi,"Hamdard Institute, Delhi",BIOCHEMISTRY,MM,"₹ 10,50,000.00",710,0,₹ 0.00,"₹ 80,000.00"
Maharashtra,"BVDU, Sangli",BIOCHEMISTRY,NRI,"₹ 25,80,000.00",853,1,"₹ 12,00,000.00","₹ 86,000.00"
Maharashtra,"Symbiosis Med Coll Women, Pune",BIOCHEMISTRY,NRI,"₹ 21,50,000.00",NA,1,"₹ 10,00,000.00","₹ 60,000.00"
Maharashtra,"BVDU, Pune",BIOCHEMISTRY,NRI,"₹ 25,80,000.00",856,1,"₹ 12,00,000.00","₹ 86,000.00"
Delhi,"VP Chest Institute, Delhi",BIOCHEMISTRY,DU,"₹ 16,200.00",128,1,"₹ 20,00,000.00","₹ 1,32,336.00"
Delhi,"UCMS, Delhi",BIOCHEMISTRY,DU,"₹ 47,220.00",1000,1,"₹ 20,00,000.00","₹ 1,32,336.00"
Delhi,"Lady Hardinge, Delhi",BIOCHEMISTRY,DU,"₹ 16,200.00",877,1,"₹ 20,00,000.00","₹ 1,26,927.00"
Delhi,"MAMC, Delhi",BIOCHEMISTRY,DU,"₹ 16,200.00",2800,1,"₹ 20,00,000.00","₹ 1,32,336.00"
Delhi,"GB Pant IPGMER, Delhi",BIOCHEMISTRY,DU,"₹ 16,200.00",714,1,"₹ 20,00,000.00","₹ 1,26,927.00"
Delhi,"VMMC, Delhi",BIOCHEMISTRY,IP,"₹ 15,000.00",1550,1,"₹ 20,00,000.00","₹ 1,20,965.00"
Delhi,"ABVIMS (Dr RML Hosp), Delhi",BIOCHEMISTRY,IP,"₹ 51,000.00",1626,1,"₹ 20,00,000.00","₹ 1,36,008.00"
Delhi,"ESI, Basaidarpur, Delhi",BIOCHEMISTRY,IP,"₹ 2,50,000.00",600,2,"₹ 10,00,000.00","₹ 1,30,846.00"
Uttar Pradesh,"IMS(BHU), Varanasi",BIOCHEMISTRY,BHU,"₹ 48,226.00",2424,0,₹ 0.00,"₹ 1,12,054.00"
Uttar Pradesh,"JNMC (AMU), Aligarh",BIOCHEMISTRY,AMU,"₹ 54,700.00",1269,0,₹ 0.00,"₹ 1,14,975.00"
Maharashtra,"AFMC, Pune",BIOCHEMISTRY,AFMS,"₹ 1,57,100.00",1082,5,"₹ 59,00,000.00","₹ 93,559.00"
Uttar Pradesh,"IMS(BHU), Varanasi",BIOPHYSICS,AIQ,"₹ 48,226.00",2424,0,₹ 0.00,"₹ 1,12,054.00"
Delhi,"NIHFW (Health&FamiWelf),Delhi",COMMUNITY HEALTH ADMINISTRATION,AIQ,"₹ 16,200.00",NA,1,"₹ 20,00,000.00","₹ 1,26,927.00"
Delhi,"NIHFW (Health&FamiWelf),Delhi",COMMUNITY HEALTH ADMINISTRATION,DU,"₹ 16,200.00",NA,1,"₹ 20,00,000.00","₹ 1,26,927.00"
Gujarat,"BJMC, Ahmedabad",DERMATOLOGY,AIQ,"₹ 30,000.00",1557,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",DERMATOLOGY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",DERMATOLOGY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",DERMATOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",DERMATOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",DERMATOLOGY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Kerala,"Govt of Med Sci, Pariyaram",DERMATOLOGY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,AIQ,"₹ 30,000.00",1030,0,₹ 0.00,"₹ 60,823.00"
Bihar,"AN Magadh, Gaya",DERMATOLOGY,AIQ,"₹ 9,000.00",425,2,"₹ 25,00,000.00","₹ 82,000.00"
Assam,"Assam Med Coll, Dibrugarh",DERMATOLOGY,AIQ,"₹ 27,300.00",1365,2,"₹ 20,00,000.00","₹ 55,200.00"
Maharashtra,"BJMC, Pune",DERMATOLOGY,AIQ,"₹ 1,57,100.00",1296,1,"₹ 50,00,000.00","₹ 93,559.00"
Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,"₹ 1,23,400.00",1993,1,"₹ 50,00,000.00","₹ 56,250.00"
West Bengal,Bankura Sammilani Med Coll,DERMATOLOGY,AIQ,"₹ 12,000.00",1441,3,"₹ 30,00,000.00","₹ 61,634.00"
Karnataka,"Belagavi IMS, Belagavi",DERMATOLOGY,AIQ,"₹ 1,23,400.00",1000,1,"₹ 50,00,000.00","₹ 56,250.00"
Uttar Pradesh,"BRD Med Coll, Gorakhpur",DERMATOLOGY,AIQ,"₹ 24,000.00",1050,2,"₹ 40,00,000.00","₹ 1,10,646.00"
West Bengal,Burdwan Medical College,DERMATOLOGY,AIQ,"₹ 12,000.00",1099,3,"₹ 30,00,000.00","₹ 61,634.00"
West Bengal,Calcutta National Med Coll,DERMATOLOGY,AIQ,"₹ 12,000.00",1470,3,"₹ 30,00,000.00","₹ 61,634.00"
Tamil Nadu,Chengalpattu Med Coll,DERMATOLOGY,AIQ,"₹ 50,000.00",700,2,"₹ 40,00,000.00","₹ 54,025.00"
Chhattisgarh,"CIMS, Bilaspur",DERMATOLOGY,AIQ,"₹ 20,000.00",550,2,"₹ 50,00,000.00","₹ 67,500.00"
Tamil Nadu,Coimbatore Med Coll,DERMATOLOGY,AIQ,"₹ 50,000.00",1182,2,"₹ 40,00,000.00","₹ 54,025.00"
Rajasthan,"SNMC, Jodhpur",DERMATOLOGY,AIQ,"₹ 14,093.00",3101,2,"₹ 1,50,00,000.00","₹ 87,216.00"
Himachal Pradesh,"RPG, Tanda",DERMATOLOGY,AIQ,"₹ 24,000.00",828,2,"₹ 40,00,000.00","₹ 40,000.00"
Maharashtra,"Govt Med Coll, Nanded",DERMATOLOGY,AIQ,"₹ 1,57,100.00",750,1,"₹ 50,00,000.00","₹ 93,559.00"
Telangana,"ESIC Med Coll,Sanath Nagar",DERMATOLOGY,AIQ,"₹ 2,50,000.00",690,2,"₹ 10,00,000.00","₹ 1,30,653.00"
Haryana,"ESIC Med Coll, Faridabad",DERMATOLOGY,AIQ,"₹ 2,50,000.00",625,2,"₹ 10,00,000.00","₹ 1,15,853.00"
Delhi,"ESI, Basaidarpur, Delhi",DERMATOLOGY,AIQ,"₹ 2,50,000.00",600,2,"₹ 10,00,000.00","₹ 1,30,846.00"
Karnataka,"Gadag IMS, Gadag",DERMATOLOGY,AIQ,"₹ 1,23,400.00",NA,1,"₹ 50,00,000.00","₹ 56,250.00"
Madhya Pradesh,"Gandhi Med Coll, Bhopal",DERMATOLOGY,AIQ,"₹ 1,01,500.00",1135,1,"₹ 10,00,000.00","₹ 75,444.00"
Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,AIQ,"₹ 15,000.00",1200,1,"₹ 20,00,000.00","₹ 67,032.00"
Assam,"Gauhati Med Coll, Guwahati",DERMATOLOGY,AIQ,"₹ 27,300.00",2185,2,"₹ 20,00,000.00","₹ 55,200.00"
Tamil Nadu,"Govt Erode Med Coll,Perundurai",DERMATOLOGY,AIQ,"₹ 50,000.00",600,2,"₹ 40,00,000.00","₹ 54,025.00"
Maharashtra,"Govt Med Coll, Akola",DERMATOLOGY,AIQ,"₹ 1,57,100.00",1050,1,"₹ 50,00,000.00","₹ 93,559.00"
Andhra Pradesh,"Govt Med Coll, Ananthapuram",DERMATOLOGY,AIQ,"₹ 30,000.00",500,0,₹ 0.00,"₹ 60,823.00"
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",DERMATOLOGY,AIQ,"₹ 1,57,100.00",1177,1,"₹ 50,00,000.00","₹ 93,559.00"
Chandigarh,"GMC, Chandigarh",DERMATOLOGY,AIQ,"₹ 34,500.00",967,0,₹ 0.00,"₹ 1,09,926.00"
Maharashtra,"Govt Med Coll, Chandrapur",DERMATOLOGY,AIQ,"₹ 1,57,100.00",650,1,"₹ 50,00,000.00","₹ 93,559.00"
Jammu and Kashmir,"Govt Med Coll, Jammu",DERMATOLOGY,AIQ,"₹ 25,000.00",2663,0,₹ 0.00,"₹ 63,240.00"
Rajasthan,"Govt Med Coll, Kota",DERMATOLOGY,AIQ,"₹ 14,093.00",2581,2,"₹ 1,50,00,000.00","₹ 87,216.00"
Kerala,"Govt Med Coll, Kottayam",DERMATOLOGY,AIQ,"₹ 69,470.00",2094,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt Med Coll, Kozhikode",DERMATOLOGY,AIQ,"₹ 69,470.00",3025,1,"₹ 50,00,000.00","₹ 57,876.00"
Maharashtra,"Govt Med Coll, Latur",DERMATOLOGY,AIQ,"₹ 1,57,100.00",750,1,"₹ 50,00,000.00","₹ 93,559.00"
Kerala,"Govt Med Coll, Manjeri",DERMATOLOGY,AIQ,"₹ 69,470.00",500,1,"₹ 50,00,000.00","₹ 57,876.00"
